,MapID,YouTubeID,HTML,YouTubeTitle,Date,time,PD,BlogTitle,BlogID,Mode,Title,Artist,Difficulty,Mods,Beatmap by,SiteURL,YouTubeURL,BlogURL
Yes,725714,3LPMwlzk5iU,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F3LPMwlzk5iU'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/3LPMwlzk5iU' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Ju-Baku Night core</p>
<p>Artist : Tom</p>
<p>Beatmap by : x_ShiMaKaZe_x</p>
<p><a href='https://osu.ppy.sh/b/725714' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=725714&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Arigatou</p>
<p>Mods : None</p>",[osu!] Tom - Ju-Baku Night core [Arigatou],,,,Tom - Ju-Baku Night core [Arigatou],130858642338,Mania,Ju-Baku Night core,Tom,Arigatou,None,x_ShiMaKaZe_x,http://osu.ppy.sh/b/725714,https://youtu.be/3LPMwlzk5iU,http://osu.ppn.pw/post/130858642338
Yes,400353,DHo8rY_G7vk,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FDHo8rY_G7vk'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/DHo8rY_G7vk' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : J-Core Mix</p>
<p>Artist : Various Artists</p>
<p>Beatmap by : arcwinolivirus</p>
<p><a href='https://osu.ppy.sh/b/400353' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=400353&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Marathon</p>
<p>Mods : None</p>",[osu!] Various Artists - J-Core Mix [Marathon],,,,Various Artists - J-Core Mix [Marathon],130858684323,Mania,J-Core Mix,Various Artists,Marathon,None,arcwinolivirus,http://osu.ppy.sh/b/400353,https://youtu.be/DHo8rY_G7vk,http://osu.ppn.pw/post/130858684323
Yes,722934,9bXxzynD_Lg,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F9bXxzynD_Lg'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/9bXxzynD_Lg' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Dream Walker</p>
<p>Artist : Rita</p>
<p>Beatmap by : Amamiya Yuko</p>
<p><a href='https://osu.ppy.sh/b/722934' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=722934&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Ethereal</p>
<p>Mods : None</p>",[osu!] Rita - Dream Walker [Ethereal],,,,Rita - Dream Walker [Ethereal],130859725918,osu!,Dream Walker,Rita,Ethereal,None,Amamiya Yuko,http://osu.ppy.sh/b/722934,https://youtu.be/9bXxzynD_Lg,http://osu.ppn.pw/post/130859725918
Yes,707164,eiRugs_K4O8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FeiRugs_K4O8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/eiRugs_K4O8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Colors sasakure.UK Futurelogic Remix</p>
<p>Artist : sasakure.UK</p>
<p>Beatmap by : wa_</p>
<p><a href='https://osu.ppy.sh/b/707164' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=707164&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] sasakure.UK - Colors sasakure.UK Futurelogic Remix [Insane],,,,sasakure.UK - Colors sasakure.UK Futurelogic Remix [Insane],130881203567,osu!,Colors sasakure.UK Futurelogic Remix,sasakure.UK,Insane,None,wa_,http://osu.ppy.sh/b/707164,https://youtu.be/eiRugs_K4O8,http://osu.ppn.pw/post/130881203567
Yes,589969,d3MAZD7qizo,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fd3MAZD7qizo'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/d3MAZD7qizo' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : AiAe</p>
<p>Artist : Yuyoyuppe</p>
<p>Beatmap by : Fort</p>
<p><a href='https://osu.ppy.sh/b/589969' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=589969&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Expert</p>
<p>Mods : None</p>",[osu!] Yuyoyuppe - AiAe [Expert],,,,Yuyoyuppe - AiAe [Expert],130881200971,osu!,AiAe,Yuyoyuppe,Expert,None,Fort,http://osu.ppy.sh/b/589969,https://youtu.be/d3MAZD7qizo,http://osu.ppn.pw/post/130881200971
Yes,649691,9wDwJ8DZZMM,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F9wDwJ8DZZMM'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/9wDwJ8DZZMM' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Kirakira time</p>
<p>Artist : Sawawa</p>
<p>Beatmap by : -SoraGami-</p>
<p><a href='https://osu.ppy.sh/b/649691' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=649691&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : GRAVITY</p>
<p>Mods : None</p>",[osu!] Sawawa - Kirakira time [GRAVITY],,,,Sawawa - Kirakira time [GRAVITY],130889285009,Mania,Kirakira time,Sawawa,GRAVITY,None,-SoraGami-,http://osu.ppy.sh/b/649691,https://youtu.be/9wDwJ8DZZMM,http://osu.ppn.pw/post/130889285009
Yes,186407,qvZXPrpkrWw,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FqvZXPrpkrWw'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/qvZXPrpkrWw' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Crystal World ~Fracture~</p>
<p>Artist : wa. remixed celas</p>
<p>Beatmap by : Mr Color</p>
<p><a href='https://osu.ppy.sh/b/186407' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=186407&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Extra </p>
<p>Mods : None</p>",[osu!] wa. remixed celas - Crystal World ~Fracture~ [Extra ],,,,wa. remixed celas - Crystal World ~Fracture~ [Extra ],130896849690,osu!,Crystal World ~Fracture~,wa. remixed celas,Extra ,None,Mr Color,http://osu.ppy.sh/b/186407,https://youtu.be/qvZXPrpkrWw,http://osu.ppn.pw/post/130896849690
Yes,571591,Y3k0ufg0d2c,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FY3k0ufg0d2c'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Y3k0ufg0d2c' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Wish upon Twin Stars</p>
<p>Artist : xi</p>
<p>Beatmap by : Chaoslitz</p>
<p><a href='https://osu.ppy.sh/b/571591' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=571591&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : EXHAUST</p>
<p>Mods : None</p>",[osu!] xi - Wish upon Twin Stars [EXHAUST],,,,xi - Wish upon Twin Stars [EXHAUST],130907830466,osu!,Wish upon Twin Stars,xi,EXHAUST,None,Chaoslitz,http://osu.ppy.sh/b/571591,https://youtu.be/Y3k0ufg0d2c,http://osu.ppn.pw/post/130907830466
Yes,494798,6LLoD_wVU-s,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F6LLoD_wVU-s'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/6LLoD_wVU-s' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Chikyuu Saigo no Kokuhaku o</p>
<p>Artist : yuikonnu</p>
<p>Beatmap by : Fycho</p>
<p><a href='https://osu.ppy.sh/b/494798' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=494798&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane </p>
<p>Mods : None</p>",[osu!] yuikonnu - Chikyuu Saigo no Kokuhaku o [Insane ],,,,yuikonnu - Chikyuu Saigo no Kokuhaku o [Insane ],130944124990,osu!,Chikyuu Saigo no Kokuhaku o,yuikonnu,Insane ,None,Fycho,http://osu.ppy.sh/b/494798,https://youtu.be/6LLoD_wVU-s,http://osu.ppn.pw/post/130944124990
Yes,154165,LnT1srjt2O8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FLnT1srjt2O8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/LnT1srjt2O8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : ChaiN De/structioN</p>
<p>Artist : sakuzyo feat. Hatsune Miku</p>
<p>Beatmap by : Shiirn</p>
<p><a href='https://osu.ppy.sh/b/154165' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=154165&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Loneliness </p>
<p>Mods : None</p>",[osu!] sakuzyo feat. Hatsune Miku - ChaiN De/structioN [Loneliness ],,,,sakuzyo feat. Hatsune Miku - ChaiN De/structioN [Loneliness ],130958384669,osu!,ChaiN De/structioN,sakuzyo feat. Hatsune Miku,Loneliness ,None,Shiirn,http://osu.ppy.sh/b/154165,https://youtu.be/LnT1srjt2O8,http://osu.ppn.pw/post/130958384669
Yes,240488,pU51edvWjL4,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FpU51edvWjL4'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/pU51edvWjL4' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : cheatreal</p>
<p>Artist : t+pazolite</p>
<p>Beatmap by : caren_sk</p>
<p><a href='https://osu.ppy.sh/b/240488' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=240488&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Extra </p>
<p>Mods : None</p>",[osu!] t+pazolite - cheatreal [Extra ],,,,t+pazolite - cheatreal [Extra ],130949396729,osu!,cheatreal,t+pazolite,Extra ,None,caren_sk,http://osu.ppy.sh/b/240488,https://youtu.be/pU51edvWjL4,http://osu.ppn.pw/post/130949396729
Yes,262536,qGOOGLsd3wI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FqGOOGLsd3wI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/qGOOGLsd3wI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Piste SMILE Non-stop!! </p>
<p>Artist : ave;new feat. Sakura Saori</p>
<p>Beatmap by : Andrea</p>
<p><a href='https://osu.ppy.sh/b/262536' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=262536&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] ave;new feat. Sakura Saori - Piste SMILE Non-stop!!  [Insane],,,,ave;new feat. Sakura Saori - Piste SMILE Non-stop!!  [Insane],131022247698,osu!,Piste SMILE Non-stop!! ,ave;new feat. Sakura Saori,Insane,None,Andrea,http://osu.ppy.sh/b/262536,https://youtu.be/qGOOGLsd3wI,http://osu.ppn.pw/post/131022247698
Yes,722224,olbm4xV5-Js,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Folbm4xV5-Js'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/olbm4xV5-Js' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Colorful. (Asterisk DnB Remix)</p>
<p>Artist : Sawai Miku</p>
<p>Beatmap by : Amamiya Yuko</p>
<p><a href='https://osu.ppy.sh/b/722224' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=722224&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Megumi </p>
<p>Mods : None</p>",[osu!] Sawai Miku - Colorful. (Asterisk DnB Remix) [Megumi ],,,,Sawai Miku - Colorful. (Asterisk DnB Remix) [Megumi ],130972016285,osu!,Colorful. (Asterisk DnB Remix),Sawai Miku,Megumi ,None,Amamiya Yuko,http://osu.ppy.sh/b/722224,https://youtu.be/olbm4xV5-Js,http://osu.ppn.pw/post/130972016285
Yes,689246,Fzd5cR6IG0k,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FFzd5cR6IG0k'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Fzd5cR6IG0k' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Bassdrop Freaks</p>
<p>Artist : Camelia feat. Nanahira</p>
<p>Beatmap by : Eulb</p>
<p><a href='https://osu.ppy.sh/b/689246' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=689246&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : 4K HD</p>
<p>Mods : None</p>",[osu!] Camelia feat. Nanahira - Bassdrop Freaks [4K HD],,,,Camelia feat. Nanahira - Bassdrop Freaks [4K HD],131085722881,Mania,Bassdrop Freaks,Camelia feat. Nanahira,4K HD,None,Eulb,http://osu.ppy.sh/b/689246,https://youtu.be/Fzd5cR6IG0k,http://osu.ppn.pw/post/131085722881
Yes,196957,NUptWYvn93c,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FNUptWYvn93c'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/NUptWYvn93c' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : boku-bokuII</p>
<p>Artist : AVTechNO!xTreow</p>
<p>Beatmap by : Lan wings</p>
<p><a href='https://osu.ppy.sh/b/196957' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=196957&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Die</p>
<p>Mods : None</p>",[osu!] AVTechNO!xTreow - boku-bokuII [Die],,,,AVTechNO!xTreow - boku-bokuII [Die],131062100828,osu!,boku-bokuII,AVTechNO!xTreow,Die,None,Lan wings,http://osu.ppy.sh/b/196957,https://youtu.be/NUptWYvn93c,http://osu.ppn.pw/post/131062100828
Yes,470938,lkSJMXsipJI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FlkSJMXsipJI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/lkSJMXsipJI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Dekoboko Kaiketsu Sensation (TV Size)</p>
<p>Artist : Ayame to Yurika from Otome Shintou</p>
<p>Beatmap by : xxdeathx</p>
<p><a href='https://osu.ppy.sh/b/470938' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=470938&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Ayame to Yurika from Otome Shintou - Dekoboko Kaiketsu Sensation (TV Size) [Insane],,,,Ayame to Yurika from Otome Shintou - Dekoboko Kaiketsu Sensation (TV Size) [Insane],131117637216,osu!,Dekoboko Kaiketsu Sensation (TV Size),Ayame to Yurika from Otome Shintou,Insane,None,xxdeathx,http://osu.ppy.sh/b/470938,https://youtu.be/lkSJMXsipJI,http://osu.ppn.pw/post/131117637216
Yes,530250,8O7uusl-ni4,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F8O7uusl-ni4'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/8O7uusl-ni4' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Chirality</p>
<p>Artist : Camellia</p>
<p>Beatmap by : RLC</p>
<p><a href='https://osu.ppy.sh/b/530250' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=530250&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Isomer</p>
<p>Mods : None</p>",[osu!] Camellia - Chirality [Isomer],,,,Camellia - Chirality [Isomer],131095227686,osu!,Chirality,Camellia,Isomer,None,RLC,http://osu.ppy.sh/b/530250,https://youtu.be/8O7uusl-ni4,http://osu.ppn.pw/post/131095227686
Yes,637397,7EiUA-8yNNc,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F7EiUA-8yNNc'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/7EiUA-8yNNc' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Arousing</p>
<p>Artist : DJ TOTTO feat. Sunao Yoshikawa</p>
<p>Beatmap by : m1223961117</p>
<p><a href='https://osu.ppy.sh/b/637397' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=637397&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Extreme</p>
<p>Mods : None</p>",[osu!] DJ TOTTO feat. Sunao Yoshikawa - Arousing [Extreme],,,,DJ TOTTO feat. Sunao Yoshikawa - Arousing [Extreme],131183437419,osu!,Arousing,DJ TOTTO feat. Sunao Yoshikawa,Extreme,None,m1223961117,http://osu.ppy.sh/b/637397,https://youtu.be/7EiUA-8yNNc,http://osu.ppn.pw/post/131183437419
Yes,269859,niG3xp7kpMU,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FniG3xp7kpMU'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/niG3xp7kpMU' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Windy Fairy</p>
<p>Artist : DJ TOTTO</p>
<p>Beatmap by : Raose</p>
<p><a href='https://osu.ppy.sh/b/269859' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=269859&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Another</p>
<p>Mods : None</p>",[osu!] DJ TOTTO - Windy Fairy [Another],,,,DJ TOTTO - Windy Fairy [Another],131142776407,osu!,Windy Fairy,DJ TOTTO,Another,None,Raose,http://osu.ppy.sh/b/269859,https://youtu.be/niG3xp7kpMU,http://osu.ppn.pw/post/131142776407
Yes,764074,Zu_QA-0_LN4,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FZu_QA-0_LN4'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Zu_QA-0_LN4' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Lost Love</p>
<p>Artist : ETIA.</p>
<p>Beatmap by : JJburstOwO</p>
<p><a href='https://osu.ppy.sh/b/764074' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=764074&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] ETIA. - Lost Love [Insane],,,,ETIA. - Lost Love [Insane],131311927705,osu!,Lost Love,ETIA.,Insane,None,JJburstOwO,http://osu.ppy.sh/b/764074,https://youtu.be/Zu_QA-0_LN4,http://osu.ppn.pw/post/131311927705
Yes,352727,y5KpomCjZ8o,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fy5KpomCjZ8o'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/y5KpomCjZ8o' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : COLD BUTTERFLY</p>
<p>Artist : Duca</p>
<p>Beatmap by : Zweib</p>
<p><a href='https://osu.ppy.sh/b/352727' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=352727&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Hard</p>
<p>Mods : None</p>",[osu!] Duca - COLD BUTTERFLY [Hard],,,,Duca - COLD BUTTERFLY [Hard],131271579812,osu!,COLD BUTTERFLY,Duca,Hard,None,Zweib,http://osu.ppy.sh/b/352727,https://youtu.be/y5KpomCjZ8o,http://osu.ppn.pw/post/131271579812
Yes,457774,fdp22hHctXc,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Ffdp22hHctXc'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/fdp22hHctXc' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : dawn(ginkiha hardcore remix)</p>
<p>Artist : ginkiha</p>
<p>Beatmap by : Aka</p>
<p><a href='https://osu.ppy.sh/b/457774' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=457774&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Irrelvis’ Insane</p>
<p>Mods : None</p>",[osu!] ginkiha - dawn(ginkiha hardcore remix) [Irrelvis’ Insane],,,,ginkiha - dawn(ginkiha hardcore remix) [Irrelvis’ Insane],131334883075,osu!,dawn(ginkiha hardcore remix),ginkiha,Irrelvis’ Insane,None,Aka,http://osu.ppy.sh/b/457774,https://youtu.be/fdp22hHctXc,http://osu.ppn.pw/post/131334883075
Yes,755900,h2fpJGUpu3U,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fh2fpJGUpu3U'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/h2fpJGUpu3U' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Lost Love</p>
<p>Artist : ETIA.</p>
<p>Beatmap by : JJburstOwO</p>
<p><a href='https://osu.ppy.sh/b/755900' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=755900&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Lase Eve</p>
<p>Mods : None</p>",[osu!] ETIA. - Lost Love [Lase Eve],,,,ETIA. - Lost Love [Lase Eve],131378946583,osu!,Lost Love,ETIA.,Lase Eve,None,JJburstOwO,http://osu.ppy.sh/b/755900,https://youtu.be/h2fpJGUpu3U,http://osu.ppn.pw/post/131378946583
Yes,373781,jQ0QsXt2j9c,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FjQ0QsXt2j9c'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/jQ0QsXt2j9c' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : EOS</p>
<p>Artist : ginkiha</p>
<p>Beatmap by : alacat</p>
<p><a href='https://osu.ppy.sh/b/373781' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=373781&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Lycoris</p>
<p>Mods : None</p>",[osu!] ginkiha - EOS [Lycoris],,,,ginkiha - EOS [Lycoris],131402410401,osu!,EOS,ginkiha,Lycoris,None,alacat,http://osu.ppy.sh/b/373781,https://youtu.be/jQ0QsXt2j9c,http://osu.ppn.pw/post/131402410401
Yes,679131,sq5rCcnG0HA,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fsq5rCcnG0HA'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/sq5rCcnG0HA' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Crack Traxxxx</p>
<p>Artist : Lite Show Magic (t+pazolite vs C-Show)</p>
<p>Beatmap by : Fatfan Kolek</p>
<p><a href='https://osu.ppy.sh/b/679131' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=679131&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : xxxxTREME</p>
<p>Mods : None</p>",[osu!] Lite Show Magic (t+pazolite vs C-Show) - Crack Traxxxx [xxxxTREME],,,,Lite Show Magic (t+pazolite vs C-Show) - Crack Traxxxx [xxxxTREME],131450170259,osu!,Crack Traxxxx,Lite Show Magic (t+pazolite vs C-Show),xxxxTREME,None,Fatfan Kolek,http://osu.ppy.sh/b/679131,https://youtu.be/sq5rCcnG0HA,http://osu.ppn.pw/post/131450170259
