,MapID,YouTubeID,HTML,YouTubeTitle,Date,time,PD,BlogTitle,BlogID,Mode,Title,Artist,Difficulty,Mods,Beatmap by,SiteURL,YouTubeURL,BlogURL
Yes,512128,Swr9rOq9elU,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FSwr9rOq9elU'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Swr9rOq9elU' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : KaeriMichi</p>
<p>Artist : Otokaze</p>
<p>Beatmap by : Narcissu</p>
<p><a href='https://osu.ppy.sh/b/512128' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=512128&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Sharlo's Insane</p>
<p>Mods : None</p>",[osu!] Otokaze - KaeriMichi [Sharlo's Insane],,,,Otokaze - KaeriMichi [Sharlo's Insane],134593825533,osu!,KaeriMichi,Otokaze,Sharlo's Insane,None,Narcissu,http://osu.ppy.sh/b/512128,https://youtu.be/Swr9rOq9elU,http://osu.ppn.pw/post/134593825533
Yes,332943,p-Ld6mAotNw,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fp-Ld6mAotNw'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/p-Ld6mAotNw' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Kizuato</p>
<p>Artist : REDALiCE</p>
<p>Beatmap by : Natsu</p>
<p><a href='https://osu.ppy.sh/b/332943' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=332943&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Gero's Insane</p>
<p>Mods : None</p>",[osu!] REDALiCE - Kizuato [Gero's Insane],,,,REDALiCE - Kizuato [Gero's Insane],134593945643,osu!,Kizuato,REDALiCE,Gero's Insane,None,Natsu,http://osu.ppy.sh/b/332943,https://youtu.be/p-Ld6mAotNw,http://osu.ppn.pw/post/134593945643
Yes,171126,D-kwJmnXhrI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FD-kwJmnXhrI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/D-kwJmnXhrI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Leave The Lights On (KROT Remix)</p>
<p>Artist : Meiko</p>
<p>Beatmap by : Moway</p>
<p><a href='https://osu.ppy.sh/b/171126' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=171126&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Meiko - Leave The Lights On (KROT Remix) [Insane],,,,Meiko - Leave The Lights On (KROT Remix) [Insane],134594040898,osu!,Leave The Lights On (KROT Remix),Meiko,Insane,None,Moway,http://osu.ppy.sh/b/171126,https://youtu.be/D-kwJmnXhrI,http://osu.ppn.pw/post/134594040898
Yes,163054,kOPQFaWS3A8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FkOPQFaWS3A8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/kOPQFaWS3A8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Magic Girl !!</p>
<p>Artist : Shihori</p>
<p>Beatmap by : Frostmourne</p>
<p><a href='https://osu.ppy.sh/b/163054' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=163054&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Lunatic</p>
<p>Mods : None</p>",[osu!] Shihori - Magic Girl !! [Lunatic],,,,Shihori - Magic Girl !! [Lunatic],134594178428,osu!,Magic Girl !!,Shihori,Lunatic,None,Frostmourne,http://osu.ppy.sh/b/163054,https://youtu.be/kOPQFaWS3A8,http://osu.ppn.pw/post/134594178428
Yes,602735,bPc8lIldU6c,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FbPc8lIldU6c'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/bPc8lIldU6c' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Neurotoxin</p>
<p>Artist : sakuzyo</p>
<p>Beatmap by : Rumia-</p>
<p><a href='https://osu.ppy.sh/b/602735' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=602735&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : SCV's Insane</p>
<p>Mods : None</p>",[osu!] sakuzyo - Neurotoxin [SCV's Insane],,,,sakuzyo - Neurotoxin [SCV's Insane],134594213058,osu!,Neurotoxin,sakuzyo,SCV's Insane,None,Rumia-,http://osu.ppy.sh/b/602735,https://youtu.be/bPc8lIldU6c,http://osu.ppn.pw/post/134594213058
Yes,368306,bFsRFjz-OtQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FbFsRFjz-OtQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/bFsRFjz-OtQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Own The Night (MitiS DnB Remix)</p>
<p>Artist : Kicks N Licks Feat. Nicole Millar</p>
<p>Beatmap by : Ami</p>
<p><a href='https://osu.ppy.sh/b/368306' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=368306&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Asphyxia's Insane</p>
<p>Mods : None</p>",[osu!] Kicks N Licks Feat. Nicole Millar - Own The Night (MitiS DnB Remix) [Asphyxia's Insane],,,,Kicks N Licks Feat. Nicole Millar - Own The Night (MitiS DnB Remix) [Asphyxia's Insane],134594299513,osu!,Own The Night (MitiS DnB Remix),Kicks N Licks Feat. Nicole Millar,Asphyxia's Insane,None,Ami,http://osu.ppy.sh/b/368306,https://youtu.be/bFsRFjz-OtQ,http://osu.ppn.pw/post/134594299513
Yes,675840,rQWTVMOSsXs,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FrQWTVMOSsXs'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/rQWTVMOSsXs' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Rally Go Round -TV ver.-</p>
<p>Artist : LiSA</p>
<p>Beatmap by : xxdeathx</p>
<p><a href='https://osu.ppy.sh/b/675840' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=675840&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] LiSA - Rally Go Round -TV ver.- [Insane],,,,LiSA - Rally Go Round -TV ver.- [Insane],134594345138,osu!,Rally Go Round -TV ver.-,LiSA,Insane,None,xxdeathx,http://osu.ppy.sh/b/675840,https://youtu.be/rQWTVMOSsXs,http://osu.ppn.pw/post/134594345138
Yes,492163,D625iynrqWI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FD625iynrqWI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/D625iynrqWI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : REANIMATE</p>
<p>Artist : Warak</p>
<p>Beatmap by : Amamiya Yuko</p>
<p><a href='https://osu.ppy.sh/b/492163' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=492163&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : LV. 10</p>
<p>Mods : None</p>",[osu!] Warak - REANIMATE [LV. 10],,,,Warak - REANIMATE [LV. 10],134594399113,osu!,REANIMATE,Warak,LV. 10,None,Amamiya Yuko,http://osu.ppy.sh/b/492163,https://youtu.be/D625iynrqWI,http://osu.ppn.pw/post/134594399113
Yes,784502,hYJd1wFbISI,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FhYJd1wFbISI'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/hYJd1wFbISI' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Spider Thread Monopoly feat. Hatsune Miku</p>
<p>Artist : sasakure.UK</p>
<p>Beatmap by : Mishima Yurara</p>
<p><a href='https://osu.ppy.sh/b/784502' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=784502&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : toybot's Insane</p>
<p>Mods : None</p>",[osu!] sasakure.UK - Spider Thread Monopoly feat. Hatsune Miku [toybot's Insane],,,,sasakure.UK - Spider Thread Monopoly feat. Hatsune Miku [toybot's Insane],134594446793,osu!,Spider Thread Monopoly feat. Hatsune Miku,sasakure.UK,toybot's Insane,None,Mishima Yurara,http://osu.ppy.sh/b/784502,https://youtu.be/hYJd1wFbISI,http://osu.ppn.pw/post/134594446793
Yes,791625,UnEkuGh6Wso,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FUnEkuGh6Wso'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/UnEkuGh6Wso' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Racemization</p>
<p>Artist : Camellia</p>
<p>Beatmap by : Smoothie World</p>
<p><a href='https://osu.ppy.sh/b/791625' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=791625&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Fizz's Another</p>
<p>Mods : None</p>",[osu!] Camellia - Racemization [Fizz's Another],2015/12/25,06:31,2015/12/25 06:31,Camellia - Racemization [Fizz's Another],,osu!,Racemization,Camellia,Fizz's Another,None,Smoothie World,http://osu.ppy.sh/b/791625,https://youtu.be/UnEkuGh6Wso,http://osu.ppn.pw/post/
Yes,155064,ftV2xuI5sDY,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FftV2xuI5sDY'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/ftV2xuI5sDY' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Yuru Fuwa Jukai Girl</p>
<p>Artist : Lon</p>
<p>Beatmap by : phonic</p>
<p><a href='https://osu.ppy.sh/b/155064' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=155064&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Lon - Yuru Fuwa Jukai Girl [Insane],2015/12/26,06:32,2015/12/26 06:32,Lon - Yuru Fuwa Jukai Girl [Insane],,osu!,Yuru Fuwa Jukai Girl,Lon,Insane,None,phonic,http://osu.ppy.sh/b/155064,https://youtu.be/ftV2xuI5sDY,http://osu.ppn.pw/post/
Yes,523032,4pdnWFNaUvs,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F4pdnWFNaUvs'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/4pdnWFNaUvs' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : You Gotta Love Me!</p>
<p>Artist : Kato*Fuku</p>
<p>Beatmap by : Fantastica</p>
<p><a href='https://osu.ppy.sh/b/523032' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=523032&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Kato*Fuku - You Gotta Love Me! [Insane],2015/12/27,06:33,2015/12/27 06:33,Kato*Fuku - You Gotta Love Me! [Insane],,osu!,You Gotta Love Me!,Kato*Fuku,Insane,None,Fantastica,http://osu.ppy.sh/b/523032,https://youtu.be/4pdnWFNaUvs,http://osu.ppn.pw/post/
Yes,188819,dZmOLYeoSVQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FdZmOLYeoSVQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/dZmOLYeoSVQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Yasashisa no Riyuu</p>
<p>Artist : ChouCho</p>
<p>Beatmap by : Frostmourne</p>
<p><a href='https://osu.ppy.sh/b/188819' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=188819&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] ChouCho - Yasashisa no Riyuu [Insane],2015/12/28,06:34,2015/12/28 06:34,ChouCho - Yasashisa no Riyuu [Insane],,osu!,Yasashisa no Riyuu,ChouCho,Insane,None,Frostmourne,http://osu.ppy.sh/b/188819,https://youtu.be/dZmOLYeoSVQ,http://osu.ppn.pw/post/
Yes,775807,aVQN1XaBiP8,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FaVQN1XaBiP8'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/aVQN1XaBiP8' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Wish upon Twin Stars</p>
<p>Artist : xi</p>
<p>Beatmap by : Crier</p>
<p><a href='https://osu.ppy.sh/b/775807' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=775807&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : EXHAUST</p>
<p>Mods : None</p>",[osu!] xi - Wish upon Twin Stars [EXHAUST],2015/12/29,06:35,2015/12/29 06:35,xi - Wish upon Twin Stars [EXHAUST],,osu!,Wish upon Twin Stars,xi,EXHAUST,None,Crier,http://osu.ppy.sh/b/775807,https://youtu.be/aVQN1XaBiP8,http://osu.ppn.pw/post/
Yes,708421,tWENAghrnhQ,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FtWENAghrnhQ'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/tWENAghrnhQ' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Watashi, Shuyaku no Akaza Akari desu</p>
<p>Artist : Akaza Akari(CV:Mikami Shiori)</p>
<p>Beatmap by : Setz</p>
<p><a href='https://osu.ppy.sh/b/708421' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=708421&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : A Mystery's Insane</p>
<p>Mods : None</p>","[osu!] Akaza Akari(CV:Mikami Shiori) - Watashi, Shuyaku no Akaza Akari desu [A Mystery's Insane]",2015/12/30,06:36,2015/12/30 06:36,"Akaza Akari(CV:Mikami Shiori) - Watashi, Shuyaku no Akaza Akari desu [A Mystery's Insane]",,osu!,"Watashi, Shuyaku no Akaza Akari desu",Akaza Akari(CV:Mikami Shiori),A Mystery's Insane,None,Setz,http://osu.ppy.sh/b/708421,https://youtu.be/tWENAghrnhQ,http://osu.ppn.pw/post/
Yes,333820,5q1-DJ_LT7A,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2F5q1-DJ_LT7A'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/5q1-DJ_LT7A' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : W:Wonder tale (TV Size)</p>
<p>Artist : Tamura Yukari</p>
<p>Beatmap by : ritsu-tanaika</p>
<p><a href='https://osu.ppy.sh/b/333820' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=333820&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] Tamura Yukari - W:Wonder tale (TV Size) [Insane],2015/12/31,06:37,2015/12/31 06:37,Tamura Yukari - W:Wonder tale (TV Size) [Insane],,osu!,W:Wonder tale (TV Size),Tamura Yukari,Insane,None,ritsu-tanaika,http://osu.ppy.sh/b/333820,https://youtu.be/5q1-DJ_LT7A,http://osu.ppn.pw/post/
Yes,691384,wWWkkizr7wg,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FwWWkkizr7wg'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/wWWkkizr7wg' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : The Bravery (TV Edit)</p>
<p>Artist : supercell</p>
<p>Beatmap by : monstrata</p>
<p><a href='https://osu.ppy.sh/b/691384' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=691384&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Insane</p>
<p>Mods : None</p>",[osu!] supercell - The Bravery (TV Edit) [Insane],2016/1/17,06:38,2016/1/17 06:38,supercell - The Bravery (TV Edit) [Insane],,osu!,The Bravery (TV Edit),supercell,Insane,None,monstrata,http://osu.ppy.sh/b/691384,https://youtu.be/wWWkkizr7wg,http://osu.ppn.pw/post/
Yes,193515,Et2Vhn2yKuY,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FEt2Vhn2yKuY'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/Et2Vhn2yKuY' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Koisuru Chikara (Speed Up Ver.)</p>
<p>Artist : NANA</p>
<p>Beatmap by : Underflow</p>
<p><a href='https://osu.ppy.sh/b/193515' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=193515&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : S.S</p>
<p>Mods : None</p>",[osu!] NANA - Koisuru Chikara (Speed Up Ver.) [S.S],2016/1/16,06:01,2016/1/16 06:01,NANA - Koisuru Chikara (Speed Up Ver.) [S.S],,osu!,Koisuru Chikara (Speed Up Ver.),NANA,S.S,None,Underflow,http://osu.ppy.sh/b/193515,https://youtu.be/Et2Vhn2yKuY,http://osu.ppn.pw/post/
Yes,436723,BetmDDP3544,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FBetmDDP3544'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/BetmDDP3544' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix)</p>
<p>Artist : Ogura Yui</p>
<p>Beatmap by : N a s y a</p>
<p><a href='https://osu.ppy.sh/b/436723' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=436723&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Tsukiko-chan</p>
<p>Mods : None</p>",[osu!] Ogura Yui - Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix) [Tsukiko-chan],2016/1/15,06:02,2016/1/15 06:02,Ogura Yui - Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix) [Tsukiko-chan],,osu!,Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix),Ogura Yui,Tsukiko-chan,None,N a s y a,http://osu.ppy.sh/b/436723,https://youtu.be/BetmDDP3544,http://osu.ppn.pw/post/
Yes,492841,h9_duqZ3CsU,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fh9_duqZ3CsU'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/h9_duqZ3CsU' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : LittleGameStar</p>
<p>Artist : An</p>
<p>Beatmap by : Ichigaki</p>
<p><a href='https://osu.ppy.sh/b/492841' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=492841&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : EXHAUST Lv.14</p>
<p>Mods : None</p>",[osu!] An - LittleGameStar [EXHAUST Lv.14],2016/1/14,06:03,2016/1/14 06:03,An - LittleGameStar [EXHAUST Lv.14],,Mania,LittleGameStar,An,EXHAUST Lv.14,None,Ichigaki,http://osu.ppy.sh/b/492841,https://youtu.be/h9_duqZ3CsU,http://osu.ppn.pw/post/
Yes,770576,lEHSGTuyjGg,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FlEHSGTuyjGg'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/lEHSGTuyjGg' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : monochrome(Asterisk Makina Remix)</p>
<p>Artist : Dancing Dolls</p>
<p>Beatmap by : monstrata</p>
<p><a href='https://osu.ppy.sh/b/770576' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=770576&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : Scythe</p>
<p>Mods : None</p>",[osu!] Dancing Dolls - monochrome(Asterisk Makina Remix) [Scythe],2016/1/13,06:04,2016/1/13 06:04,Dancing Dolls - monochrome(Asterisk Makina Remix) [Scythe],,osu!,monochrome(Asterisk Makina Remix),Dancing Dolls,Scythe,None,monstrata,http://osu.ppy.sh/b/770576,https://youtu.be/lEHSGTuyjGg,http://osu.ppn.pw/post/
Yes,773257,o8gvf28UF8w,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2Fo8gvf28UF8w'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/o8gvf28UF8w' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Kakushinteki*Metamaruphose!</p>
<p>Artist : Doma Umaru [CV.Tanaka Aimi]</p>
<p>Beatmap by : Crystal</p>
<p><a href='https://osu.ppy.sh/b/773257' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=773257&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : CrystalSeed's UmaruDosE!!</p>
<p>Mods : None</p>",[osu!] Doma Umaru [CV.Tanaka Aimi] - Kakushinteki*Metamaruphose! [CrystalSeed's UmaruDosE!!],2016/1/12,06:05,2016/1/12 06:05,Doma Umaru [CV.Tanaka Aimi] - Kakushinteki*Metamaruphose! [CrystalSeed's UmaruDosE!!],,CTB,Kakushinteki*Metamaruphose!,Doma Umaru [CV.Tanaka Aimi],CrystalSeed's UmaruDosE!!,None,Crystal,http://osu.ppy.sh/b/773257,https://youtu.be/o8gvf28UF8w,http://osu.ppn.pw/post/
Yes,748488,uUwkJcmDioE,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FuUwkJcmDioE'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/uUwkJcmDioE' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Kakushinteki*Metamaruphose!</p>
<p>Artist : Doma Umaru [CV.Tanaka Aimi]</p>
<p>Beatmap by : Crystal</p>
<p><a href='https://osu.ppy.sh/b/748488' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=748488&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : victorica's Lv.13</p>
<p>Mods : None</p>",[osu!] Doma Umaru [CV.Tanaka Aimi] - Kakushinteki*Metamaruphose! [victorica's Lv.13],2016/1/11,06:06,2016/1/11 06:06,Doma Umaru [CV.Tanaka Aimi] - Kakushinteki*Metamaruphose! [victorica's Lv.13],,Mania,Kakushinteki*Metamaruphose!,Doma Umaru [CV.Tanaka Aimi],victorica's Lv.13,None,Crystal,http://osu.ppy.sh/b/748488,https://youtu.be/uUwkJcmDioE,http://osu.ppn.pw/post/
Yes,588319,T4SaUFlPaRY,"<div class='youtube'><figure class='tmblr-embed tmblr-full' data-provider='youtube' data-orig-width='459' data-orig-height='344' data-url='https%3A%2F%2Fyoutu.be%2FT4SaUFlPaRY'><iframe width='540' height='405' id='youtube_iframe' src='https://www.youtube.com/embed/T4SaUFlPaRY' frameborder='0'></iframe></figure></div>
<p>Beatmap info</p>
<p>Title : Flash back Dominant feat.si-na+Latte</p>
<p>Artist : JUMPING!!</p>
<p>Beatmap by : -Hanayuki-</p>
<p><a href='https://osu.ppy.sh/b/588319' target='_blank'>osu! official Beatmap Page URL</a></p>
<p><a href='https://bloodcat.com/osu/?q=588319&c=b&s=&m=' target='_blank'>Bloodcat Page</a></p>
<p>Video difficulty : khy's insane AR10</p>
<p>Mods : None</p>",[osu!] JUMPING!! - Flash back Dominant feat.si-na+Latte [khy's insane AR10],2016/1/10,06:07,2016/1/10 06:07,JUMPING!! - Flash back Dominant feat.si-na+Latte [khy's insane AR10],,osu!,Flash back Dominant feat.si-na+Latte,JUMPING!!,khy's insane AR10,None,-Hanayuki-,http://osu.ppy.sh/b/588319,https://youtu.be/T4SaUFlPaRY,http://osu.ppn.pw/post/
